FORWARD_TEXT_FORMAT_1.0
STDEP =   290.0000
ENDEP =  2716.0000
RLEV  =     0.1250
CURVENAME =  RT, RI, RXO, CALI, AC, GR, DEN, CNL, R025, RA2, BZSP, R2M, SP
END
#DEPTH            RT         RI        RXO       CALI         AC         GR        DEN        CNL       R025        RA2       BZSP        R2M         SP
1683.8750      23.241     19.007      0.420    -41.484     60.780      2.197    148.000    159.000      2.630      3.030    -18.457      3.030    -18.457
1684.0000      23.082     18.930      0.419    -41.421     59.703      2.197    117.000    107.000      2.627      3.073    -18.413      3.073    -18.413
1684.1250      22.985     18.851      0.418    -41.481     59.062      2.197    128.000    101.000      2.602      3.072    -18.350      3.072    -18.350
1684.2500      22.825     18.731      0.418    -41.597     57.553      2.197    141.000    109.000      2.564      2.950    -18.257      2.950    -18.257
1684.3750      22.971     18.662      0.420    -41.623     54.424      2.197    147.000    123.000      2.519      2.752    -18.156      2.752    -18.156
1684.5000      22.946     18.695      0.421    -41.463     51.737      2.197    147.000    129.000      2.490      2.597    -18.044      2.597    -18.044
1684.6250      22.969     18.834      0.420    -41.406     51.961      2.197    146.000    129.000      2.492      2.512    -17.922      2.512    -17.922
1684.7500      23.054     19.009      0.420    -41.406     56.504      2.197    150.000    129.000      2.521      2.475    -17.800      2.475    -17.800
1684.8750      23.185     19.148      0.422    -41.438     64.065      2.197    153.000    130.000      2.572      2.477    -17.678      2.477    -17.678
1685.0000      23.350     19.199      0.421    -41.565     70.159      2.197    147.000    133.000      2.626      2.516    -17.556      2.516    -17.556
1685.1250      23.500     19.409      0.420    -41.642     69.185      2.197     98.000    130.000      2.674      2.579    -17.443      2.579    -17.443
1685.2500      23.679     19.546      0.424    -41.656     66.270      2.197     84.000    120.000      2.714      2.639    -17.348      2.639    -17.348
1685.3750      23.891     19.688      0.425    -41.581     61.694      2.197     90.000    107.000      2.747      2.669    -17.251      2.669    -17.251
1685.5000      24.339     19.943      0.425    -41.443     59.285      2.197     85.000     86.000      2.783      2.677    -17.168      2.677    -17.168
1685.6250      25.046     20.363      0.422    -41.301     61.027      2.197    100.000     78.000      2.827      2.678    -17.104      2.678    -17.104
1685.7500      25.133     20.768      0.420    -41.224     57.258      2.197    122.000     87.000      2.879      2.686    -17.043      2.686    -17.043
1685.8750      25.801     21.005      0.421    -41.075     57.287      2.197    126.000     81.000      2.929      2.727    -16.982      2.727    -16.982
1686.0000      26.181     21.118      0.423    -40.885     58.636      2.197    122.000     76.000      2.959      2.800    -16.921      2.800    -16.921
1686.1250      26.642     21.306      0.423    -40.693     60.063      2.197    117.000     81.000      2.969      2.876    -16.856      2.876    -16.856
1686.2500      27.576     21.879      0.421    -40.499     60.222      2.197    112.000     88.000      2.954      2.916    -16.781      2.916    -16.781
1686.3750      29.249     23.177      0.422    -40.269     57.951      2.197    109.000     99.000      2.929      2.903    -16.703      2.903    -16.703
1686.5000      32.080     25.144      0.418    -40.038     55.335      2.197    107.000    115.000      2.911      2.873    -16.613      2.873    -16.613
1686.6250      34.475     26.471      0.421    -40.064     57.736      2.197    105.000    129.000      2.906      2.848    -16.505      2.848    -16.505
1686.7500      35.389     27.211      0.423    -40.189     62.212      2.197    100.000    137.000      2.908      2.839    -16.384      2.839    -16.384
1686.8750      34.431     26.914      0.421    -40.332     65.374      2.197    104.000    138.000      2.912      2.854    -16.252      2.854    -16.252
1687.0000      31.810     25.365      0.419    -40.433     65.306      2.197    113.000    138.000      2.907      2.881    -16.098      2.881    -16.098
1687.1250      28.552     23.270      0.418    -40.407     64.230      2.197    115.000    139.000      2.891      2.903    -15.907      2.903    -15.907
1687.2500      26.337     21.707      0.420    -40.431     63.103      2.197    117.000    138.000      2.870      2.909    -15.677      2.909    -15.677
1687.3750      25.333     20.927      0.421    -40.438     67.113      2.197    120.000    135.000      2.858      2.901    -15.391      2.901    -15.391
1687.5000      24.922     20.542      0.421    -40.451     69.741      2.197    121.000    129.000      2.855      2.892    -15.045      2.892    -15.045
1687.6250      24.830     20.435      0.421    -40.500     69.131      2.197    117.000    127.000      2.857      2.895    -14.639      2.895    -14.639
1687.7500      25.061     20.689      0.420    -40.600     67.505      2.197    122.000    126.000      2.855      2.922    -14.157      2.922    -14.157
1687.8750      25.094     20.871      0.419    -40.677     63.762      2.197    130.000    121.000      2.846      2.963    -13.591      2.963    -13.591
1688.0000      25.395     21.090      0.420    -40.688     64.180      2.197    134.000    121.000      2.833      2.980    -12.974      2.980    -12.974
1688.1250      25.875     21.399      0.419    -40.671     63.439      2.197    134.000    124.000      2.825      2.959    -12.319      2.959    -12.319
1688.2500      26.375     21.663      0.420    -40.656     61.968      2.197    137.000    127.000      2.842      2.925    -11.650      2.925    -11.650
1688.3750      26.750     21.839      0.422    -40.640     61.832      2.197    142.000    130.000      2.908      2.933    -11.011      2.933    -11.011
1688.5000      26.941     22.137      0.420    -40.563     65.396      2.197    147.000    134.000      3.027      3.006    -10.433      3.006    -10.433
1688.6250      27.307     22.191      0.420    -40.486     68.630      2.197    151.000    135.000      3.208      3.136     -9.942      3.136     -9.942
1688.7500      27.193     22.076      0.420    -40.311     68.901      2.197    152.000    136.000      3.426      3.301     -9.571      3.301     -9.571
1688.8750      27.077     21.897      0.422    -40.022     66.830      2.197    153.000    138.000      3.633      3.486     -9.360      3.486     -9.360
1689.0000      26.955     21.689      0.423    -39.739     63.733      2.197    153.000    145.000      3.794      3.673     -9.309      3.673     -9.309
1689.1250      26.683     21.509      0.422    -39.622     61.018      2.197    155.000    147.000      3.896      3.841     -9.417      3.841     -9.417
1689.2500      27.235     21.869      0.421    -39.597     58.326      2.197    158.000    145.000      3.956      3.977     -9.669      3.977     -9.669
1689.3750      29.380     23.151      0.421    -39.708     57.666      2.197    162.000    147.000      3.977      4.093    -10.024      4.093    -10.024
1689.5000      31.448     24.560      0.420    -39.905     59.909      2.197    162.000    146.000      3.977      4.207    -10.447      4.207    -10.447
1689.6250      32.948     25.689      0.421    -40.078     62.762      2.197    162.000    140.000      3.951      4.315    -10.911      4.315    -10.911
1689.7500      33.362     26.067      0.426    -40.168     64.397      2.197    163.000    125.000      3.886      4.382    -11.389      4.382    -11.389
1689.8750      31.941     25.103      0.429    -40.220     64.780      2.197    164.000    115.000      3.790      4.341    -11.858      4.341    -11.858
1690.0000      30.163     23.455      0.429    -40.323     66.677      2.197    164.000    131.000      3.694      4.218    -12.292      4.218    -12.292
1690.1250      28.232     21.933      0.425    -40.486     65.680      2.197    162.000    141.000      3.616      4.093    -12.681      4.093    -12.681
1690.2500      26.606     20.784      0.424    -40.666     64.849      2.197    160.000    141.000      3.552      4.019    -13.024      4.019    -13.024
1690.3750      25.873     20.288      0.426    -40.854     62.936      2.197    157.000    135.000      3.495      3.967    -13.334      3.967    -13.334
1690.5000      26.334     20.510      0.427    -41.049     58.531      2.197    151.000    140.000      3.436      3.911    -13.625      3.911    -13.625
1690.6250      27.126     20.758      0.423    -41.177     58.531      2.197    144.000    152.000      3.390      3.900    -13.903      3.900    -13.903
1690.7500      29.089     22.055      0.423    -41.046     56.248      2.197    140.000    153.000      3.365      3.998    -14.171      3.998    -14.171
1690.8750      31.932     24.234      0.425    -40.946     59.946      2.197    138.000    149.000      3.348      4.199    -14.430      4.199    -14.430
1691.0000      34.314     26.099      0.425    -40.919     63.004      2.197    137.000    139.000      3.313      4.383    -14.689      4.383    -14.689
1691.1250      35.723     27.178      0.423    -40.884     62.947      2.197    134.000    141.000      3.270      4.479    -14.949      4.479    -14.949
1691.2500      36.749     27.977      0.422    -40.677     63.941      2.197    131.000    152.000      3.222      4.510    -15.201      4.510    -15.201
1691.3750      36.287     27.488      0.423    -40.421     59.454      2.197    129.000    158.000      3.170      4.524    -15.450      4.524    -15.450
1691.5000      33.767     26.128      0.423    -39.974     62.093      2.197    125.000    161.000      3.125      4.503    -15.680      4.503    -15.680
1691.6250      32.250     25.149      0.423    -39.518     65.143      2.197    122.000    155.000      3.078      4.414    -15.893      4.414    -15.893
1691.7500      32.242     24.956      0.425    -39.161     66.898      2.197    121.000    149.000      3.032      4.283    -16.068      4.283    -16.068
1691.8750      33.000     25.373      0.431    -38.952     67.148      2.197    119.000    161.000      3.001      4.161    -16.191      4.161    -16.191
1692.0000      33.141     25.550      0.427    -38.849     64.276      2.197     11.273    352.750      2.987      4.051    -16.278      4.051    -16.278
1692.1250      34.220     26.321      0.424    -38.771     63.153      2.197     11.273    352.750      2.982      3.938    -16.324      3.938    -16.324
