FORWARD_TEXT_FORMAT_1.0
STDEP =   288.0000
ENDEP =  2717.0000
RLEV  =     0.1250
CURVENAME =  AC, RT, RI, RXO, CALI, DEN, CNL, GR, SP, RA2, R2M, R025, BZSP
END
#DEPTH            AC         RT         RI        RXO       CALI        DEN        CNL         GR         SP        RA2        R2M       R025       BZSP
1846.7500       2.857      2.942      0.735      0.000      1.861    -35.751      0.000      0.000     -5.941      2.817      2.817      3.713     -5.941
1846.8750       2.881      2.965      0.731      0.000      1.860    -35.477      0.000      0.000     -5.856      2.862      2.862      3.735     -5.856
1847.0000       2.874      2.966      0.725      0.000      1.860    -35.530      0.000      0.000     -5.575      2.931      2.931      3.792     -5.575
1847.1250       2.858      2.954      0.721      0.000      1.861    -36.062      0.000      0.000     -5.373      3.009      3.009      3.837     -5.373
1847.2500       2.879      2.968      0.720      0.000      1.861    -37.164      0.000      0.000     -5.173      3.075      3.075      3.881     -5.173
1847.3750       2.999      3.085      0.718      0.000      1.859    -38.908      0.000      0.000     -4.922      3.109      3.109      3.913     -4.922
1847.5000       3.070      3.152      0.717      0.000      1.861    -40.506      0.000      0.000     -4.349      3.098      3.098      3.977     -4.349
1847.6250       3.173      3.243      0.716      0.000      1.862    -41.757      0.000      0.000     -4.193      3.059      3.059      3.987     -4.193
1847.7500       3.301      3.379      0.716      0.000      1.862    -42.729      0.000      0.000     -3.799      3.007      3.007      4.015     -3.799
1847.8750       3.413      3.520      0.718      0.000      1.861    -43.238      0.000      0.000     -3.403      2.948      2.948      4.030     -3.403
1848.0000       3.454      3.587      0.722      0.000      1.861    -42.931      0.000      0.000     -2.763      2.889      2.889      4.022     -2.763
1848.1250       3.470      3.607      0.729      0.000      1.861    -41.957      0.000      0.000     -2.463      2.847      2.847      4.012     -2.463
1848.2500       3.399      3.532      0.733      0.000      1.861    -40.852      0.000      0.000     -2.165      2.854      2.854      4.001     -2.165
1848.3750       3.273      3.398      0.732      0.000      1.860    -39.918      0.000      0.000     -1.890      2.937      2.937      3.993     -1.890
1848.5000       3.114      3.236      0.727      0.000      1.859    -39.353      0.000      0.000     -1.391      3.112      3.112      4.002     -1.391
1848.6250       2.959      3.089      0.721      0.000      1.859    -39.217      0.000      0.000     -1.189      3.321      3.321      4.016     -1.189
1848.7500       2.876      3.010      0.717      0.000      1.859    -39.371      0.000      0.000     -0.988      3.512      3.512      4.029     -0.988
1848.8750       2.896      3.036      0.712      0.000      1.862    -39.774      0.000      0.000     -0.836      3.651      3.651      4.042     -0.836
1849.0000       2.981      3.106      0.713      0.000      1.862    -40.455      0.000      0.000     -0.698      3.740      3.740      4.049     -0.698
1849.1250       3.135      3.235      0.712      0.000      1.862    -41.416      0.000      0.000     -0.613      3.818      3.818      4.063     -0.613
1849.2500       3.305      3.395      0.707      0.000      1.862    -42.415      0.000      0.000     -0.583      3.904      3.904      4.108     -0.583
1849.3750       3.418      3.538      0.707      0.000      1.862    -43.012      0.000      0.000     -0.580      3.997      3.997      4.212     -0.580
1849.5000       3.512      3.695      0.721      0.000      1.862    -42.500      0.000      0.000     -0.618      4.087      4.087      4.312     -0.618
1849.6250       3.726      3.915      0.724      0.000      1.862    -41.446      0.000      0.000     -0.692      4.163      4.163      4.348     -0.692
1849.7500       3.839      4.039      0.721      0.000      1.860    -40.961      0.000      0.000     -0.818      4.214      4.214      4.447     -0.818
1849.8750       3.820      4.039      0.718      0.000      1.860    -41.191      0.000      0.000     -0.848      4.240      4.240      4.476     -0.848
1850.0000       3.714      3.947      0.719      0.000      1.861    -41.874      0.000      0.000     -0.930      4.255      4.255      4.528     -0.930
1850.1250       3.621      3.841      0.718      0.000      1.859    -42.438      0.000      0.000     -1.013      4.293      4.293      4.580     -1.013
1850.2500       3.483      3.693      0.716      0.000      1.859    -42.540      0.000      0.000     -1.100      4.384      4.384      4.597     -1.100
1850.3750       3.418      3.642      0.711      0.000      1.861    -42.522      0.000      0.000     -1.129      4.535      4.535      4.602     -1.129
1850.5000       3.472      3.682      0.711      0.000      1.861    -42.182      0.000      0.000     -1.211      4.716      4.716      4.567     -1.211
1850.6250       3.604      3.792      0.715      0.000      1.861    -41.281      0.000      0.000     -1.284      4.870      4.870      4.526     -1.284
1850.7500       3.725      3.922      0.722      0.000      1.860    -39.818      0.000      0.000     -1.353      4.972      4.972      4.503     -1.353
1850.8750       3.736      3.925      0.731      0.000      1.861    -38.843      0.000      0.000     -1.421      5.034      5.034      4.548     -1.421
1851.0000       3.622      3.807      0.734      0.000      1.860    -37.915      0.000      0.000     -1.514      5.083      5.083      4.606     -1.514
1851.1250       3.459      3.648      0.732      0.000      1.860    -36.957      0.000      0.000     -1.592      5.126      5.126      4.603     -1.592
1851.2500       3.301      3.492      0.725      0.000      1.861    -35.983      0.000      0.000     -1.624      5.147      5.147      4.466     -1.624
1851.3750       3.191      3.378      0.717      0.000      1.859    -35.059      0.000      0.000     -1.635      5.129      5.129      4.421     -1.635
1851.5000       3.149      3.336      0.719      0.000      1.859    -34.285      0.000      0.000     -1.635      5.073      5.073      4.298     -1.635
1851.6250       3.205      3.384      0.718      0.000      1.859    -33.362      0.000      0.000     -1.635      5.002      5.002      4.216     -1.635
1851.7500       3.263      3.441      0.719      0.000      1.859    -32.273      0.000      0.000     -1.649      4.929      4.929      4.201     -1.649
1851.8750       3.297      3.472      0.719      0.000      1.859    -31.268      0.000      0.000     -1.653      4.856      4.856      4.203     -1.653
1852.0000       3.274      3.449      0.719      0.000      1.860    -30.402      0.000      0.000     -1.691      4.786      4.786      4.270     -1.691
1852.1250       3.132      3.322      0.721      0.000      1.862    -29.766      0.000      0.000     -1.751      4.728      4.728      4.332     -1.751
1852.2500       2.709      2.933      0.717      0.000      1.861    -29.868      0.000      0.000     -1.884      4.699      4.699      4.342     -1.884
1852.3750       2.531      2.702      0.702      0.000      1.860    -31.072      0.000      0.000     -1.928      4.715      4.715      4.345     -1.928
1852.5000       2.604      2.733      0.676      0.000      1.859    -32.207      0.000      0.000     -2.143      4.796      4.796      4.360     -2.143
1852.6250       2.769      2.887      0.655      0.000      1.859    -32.928      0.000      0.000     -2.385      4.914      4.914      4.373     -2.385
1852.7500       2.957      3.075      0.659      0.000      1.859    -33.372      0.000      0.000     -2.537      5.025      5.025      4.379     -2.537
1852.8750       3.214      3.303      0.700      0.000      1.859    -34.070      0.000      0.000     -2.806      5.075      5.075      4.406     -2.806
1853.0000       3.514      3.669      0.715      0.000      1.859    -35.352      0.000      0.000     -3.159      5.026      5.026      4.405     -3.159
1853.1250       3.351      3.605      0.708      0.000      1.861    -36.891      0.000      0.000     -3.520      4.926      4.926      4.386     -3.520
1853.2500       3.141      3.432      0.700      0.000      1.860    -38.671      0.000      0.000     -3.869      4.830      4.830      4.409     -3.869
1853.3750       3.071      3.351      0.700      0.000      1.860    -40.569      0.000      0.000     -3.984      4.771      4.771      4.416     -3.984
1853.5000       3.202      3.466      0.708      0.000      1.861    -42.282      0.000      0.000     -4.238      4.735      4.735      4.438     -4.238
1853.6250       3.482      3.740      0.719      0.000      1.859    -43.153      0.000      0.000     -4.435      4.692      4.692      4.445     -4.435
1853.7500       3.611      3.913      0.729      0.000      1.859    -43.237      0.000      0.000     -4.485      4.642      4.642      4.445     -4.485
1853.8750       3.586      3.909      0.740      0.000      1.859    -43.440      0.000      0.000     -4.526      4.619      4.619      4.477     -4.526
1854.0000       3.464      3.794      0.740      0.000      1.859    -43.830      0.000      0.000     -4.499      4.671      4.671      4.481     -4.499
1854.1250       3.288      3.617      0.730      0.000      1.859    -44.281      0.000      0.000     -4.416      4.778      4.778      4.494     -4.416
1854.2500       3.091      3.412      0.716      0.000      1.859    -44.575      0.000      0.000     -4.357      4.897      4.897      4.473     -4.357
1854.3750       3.015      3.281      0.712      0.000      1.859    -44.729      0.000      0.000     -4.185      4.979      4.979      4.358     -4.185
1854.5000       3.114      3.366      0.712      0.000      1.861    -44.573      0.000      0.000     -4.169      5.002      5.002      4.313     -4.169
1854.6250       3.218      3.466      0.715      0.000      1.860    -44.003      0.000      0.000     -4.124      5.004      5.004      4.182     -4.124
1854.7500       3.292      3.548      0.722      0.000      1.859    -43.299      0.000      0.000     -4.137      5.014      5.014      4.114     -4.137
1854.8750       3.329      3.605      0.729      0.000      1.860    -42.909      0.000      0.000     -4.258      5.039      5.039      3.950     -4.258
1855.0000       3.310      3.616      0.727      0.000      1.861    -43.370      0.000      0.000     -4.316      5.034      5.034      3.930     -4.316
1855.1250       3.274      3.588      0.720      0.000      1.860    -44.538      0.000      0.000     -4.490      4.969      4.969      3.873     -4.490
